no,movie,content,rate
14335003,인크레더블 2,가족끼리보기 너무 재미있는영화어른이봐도 약간스릴있는만화영화~~,10
14335002,런던시계탑 밑에서 사랑을 찾을 확률,사이먼 페그 때문에 봤는데 여주가 너무 매력적이라 매년 다시 보게되는 영화,9
14335001,아수라,이건 느와르 장르가 아닙니다 모큐멘터리 장르입니다,10
14335000,아수라,감독이 시대를 앞서갔다,10
14334999,마녀,초반부엔 스토리위주 후반부엔 멋있는 액션신이 나와준 덕분에 영화에 쉴틈 없이 집중할 수 있어 좋았습니다.,8
14334998,인크레더블 2,아이와 함께 보러갔는데 다른 만화영화(?)에 비해 비교적 상영시간이 좀 길다 보니 힘들어하더라구요ㅜㅜㅎㅎ 아이가 보러가자고 졸라서 봤는데 제가 더 빠져서 봤어용ㅋㅋㅋ 재밌어요!,8
14334997,내부자들,오늘 노회찬 자살을 보니 내부자들 영화가 생각났네요 진짜 역대급 영화입니다 누군가가 죽어 수사를 덮는다,10
14334996,미드나잇 선,"좋은친구,좋은가족,좋은남친내가 주인공이였어도 행복했을꺼야",10
14334995,변산,무슨영화예요? 궁금해서요,2
14334994,인크레더블 2,여전히 재밌네요~ 기다린 보람있네요~,10
14334993,앤트맨과 와스프,가족이 보기 좋음. 전 생각보다 노잼,6
14334992,인크레더블 2,인크레더블 1편은 못봐서 전혀 기대 없이 봤는데 잼있었어요~다섯살 남매 둥이들이랑 봤는데 다섯살이 보기엔 조금 어려웠는지 무섭다고 하고 시간이 길어서 중간에 나가자고 하더라구요ㅎ엄마만 신나게 보고 왔어요ㅎ 잭잭만 나오면 빵빵 터짐ㅋㅋㅋ,8
14334991,판도라,이런 선동영화가 결국 모두를 불편하게 만들지.,1
14334990,미드나잇 선,좋은 영화입니다 정말 ㅜㅜ,10
14334988,아수라,얼른 재개봉해서 천만 찍읍시다. 예?,10
14334987,아수라,좋은 영화 만들어 주셔서 감사합니다.,10
14334985,독전,일관성도 없고 그럴듯한 이유도 없고 어느날 갑자기이렇게 돼서 이렇게 됐다. 라고 하는 영화,2
14334984,아수라,감독님 괜찬으신거 맞죠?,10
14334983,마녀,Ejekoe d jxjehdb,10
14334982,신과함께-죄와 벌,염라대왕이 너무 감성적이야,6
14334981,아수라,현실보다 못현영화....,10
14334979,마녀,중견배우가 신인보다 연기가 어설픔김다미  화이또!!,10
14334978,아수라,재평가 받아야할 영화 아니 다큐,10
14334977,아수라,실화냐jQuery224005237716007165383_1532326281454? 응 실화야,10
14334976,런던시계탑 밑에서 사랑을 찾을 확률,애인하고 같이 보면 더더 좋은 영화같아요!유쾌하고 신선하고 기대없이 봤는데 며칠째 여운이 있네요,10
14334975,아수라,재밌어요 현실다큐네요,10
14334973,인크레더블 2,인크레더블....인크레더블,9
14334972,호텔 아르테미스,최근본 쓰레기영화들중에 보석같이 가장 재미난 작품믿고보는 배우 죠디포스터안보먼 후회함빨리 보세요.강추기대안하고 갔다가 알차게 본작품간만에 돈이 안아까움,10
14334971,"그날, 바다",언론도 그렇고 영화 제작자도 그렇고 자기들의 입맛에 맞는 사람만 섭외하고 그쪽으로만 편향해서 몰고가니깐 그 합리적이라는 의심마저도 전혀 합리성이 없어보임.  앞으로 뭔가 의심이가면 이얘기도 저얘기도 들어가며 합리적으로 풀어가셨으면함,1
14334970,몬스터 대학교,"전체적으로 사랑스러움이 담긴 영화. 그 안에 담긴 긍정적인 교훈을 전달해주는데 , 감동적이면서 삶에 찌들어가는 현대인들에게 꼭 필요한 영화 일 것 같다.",10
14334969,독전,난 진짜 재밌음 두번씩이나 본 영화임 진짜 몇번이고 더 볼수있는 내용 정말 추천 핵잼 또보고싶다,10
14334968,앤트맨과 와스프,쿠키가먼진모르겠지만...마블은항상옳다,10
14334967,앤트맨과 와스프,중반정도까지 너무 지루함 .. 막판에 다 몰아넣은듯한 스토리임 재미있긴한데 중반까지 너무 지루해서 잠들뻔했음 나름 볼만한 영화긴한데 마블치고는 조금 지루한 편임!,3
14334966,아수라,다시보고갑니다 관련자들 즉각사퇴하세요 부끄러운줄알아야지,10
14334965,탐정: 리턴즈,진짜 편하게 웃으면서 봤다. 오랜만에 스트레스 없이 시간보냈다. 많이 웃어서 좋다. 쓰리 3 도 나오길..,10
14334964,아수라,이렇게 현실고증을 잘한 명작을 몰라봐서 ㅈㅅ,10
14334963,아수라,다시봐야할영ㅇ화굿굿굿,10
14334962,앤트맨과 와스프,역시졸잼꿀잼  할머니존예 담편 빨보고싶음ㅜㅜ,10
14334961,곤지암,깔려면 돈주고 영화나 본 사람이나 까 ㅋㅋ공짜로 컴터나 폰으로 쳐보고 안 무섭다네ㅋㄷㅋㄷ공포영화가 사운드랑 시각효과가 90인데 폰이나 컴터 모니터로 퍽이나 무서웠겠어요ㅋㅋㅋ어이없음,10
14334960,인크레더블 2,정말 너무 재밌어요 후회안합니다!!!,10
14334959,하우스 오브 데스,"■ 뭔가 있을 듯 하더니, 결말 흐지부지~ 미친 된장뇬 조심하자ㅋㅋㅋ~ ■ 박ㅤㅍㅛㅇ시기는 밥은 먹고 다니냐? ㅋㅋㅋ",5
14334958,"오늘 밤, 로맨스 극장에서",왜 유치한 줄거리라고 생각하면서도 나오면서 마음이 애잔한지 .. 재밌었어요. 공주 맡은 배우가 진짜 공주 같아서 리얼했어요.,10
14334957,스카이스크래퍼,"음, 킬링타임용? 샌안드레아스 보다는 별로였어용",7
14334956,호텔 아르테미스,캐릭터가 다 살아있어요!,10
14334955,아수라,죄송합니다. 띵작실화  작품이었네요. 역대급 영화였습니다.,10
14334954,버닝,한마디로 종수가 소설쓰고 벤은 개죽음 당한거네.이영화본 느낌은 사람 가려가면서 사귀어야함. 안그럼 개죽음 당할수도있음. 우울터지네 증말..,1
14334953,디 워,보는내가 창피하다. 변방의 북소리때문에(?) 1점 추가,2
14334952,앤트맨과 와스프,재밌어요강추앤트맨 나무 좋아요,10
14334951,내일을 향해 쏴라,69년 작품이라고 믿을 수 없을 정도로 몰입도가 높네요. 원래 도둑놈들인데 제목을 그렇게 살지 말라고 역으로 붙였네요.,9
14334950,다세포 소녀,"클레멘타인, 성냥팔이 소녀의 재림, 멘데이트, 7광구, 리얼, 염력을 능가하는 우주폐기물",10
14334949,마녀,긴머리 역 하신분... 내 취향 이었는데 별로 안 나외서 아쉬뷰ㅠㅠㅠ,10
14334948,아수라,성지순례왔습니다^^,10
14334945,앤트맨과 와스프,앤트맨 1 아직 안보고 봤는데 재미있어요~,10
14334944,탐정: 리턴즈,이광수 새로운 캐미 진짜 좋았음ㅋ,10
14334942,끝까지 간다,오랜만에 재밌는영화봤다진짜 이선균다시봄...연기너무잘하고 몰입감최고ㅜㅜ재밌어요,10
14334941,아수라,다시봐야지~~~~이재명,10
14334940,싱 스트리트,극장에서 보지못한게 평생의 한이다ㅠ내용은 물론 배우들도 너무 좋았고 OST는 정말 최고였다ㅠㅠ,10
14334939,인크레더블 2,우와 진짜 너무 재밌어요 꼭 보세용,10
14334938,인크레더블 2,14년 기다린 보람 대박,10
14334937,인크레더블 2,최고예요! 아들이랑 같이봤는데 넘 재미있게 봤습니다. 더빙으로 봐야되서 타임이 많지는 않네요~,10
14334934,인크레더블 2,시원한 영화관에서 잘 보았습니다,10
14334933,리틀 포레스트,힐링영화. 서정적인 풍경 만으로도 위로가 된다,9
14334932,마녀,대사가 좀 유치하긴한데... 액션씬 시원시원함 .ㅋㅋㅋㅋ,8
14334931,"오늘 밤, 로맨스 극장에서",동심의세계로돌아가는듯 아름답고잔잔하고 감동적입니다또보러가고싶다,10
14334930,아수라,안남시장=성남시장국제캬바레=국제마피아파안남시장따까리 은실장=은수미놀랍다 놀라워,10
14334929,타짜,최애영화 갓띵작 지금 나왔다면 천만은 그냥 찍었을텐데,10
14334928,허스토리,꼭 봐야할 영화. 잊지 않겠습니다.,8
14334927,아수라,영화 잘 만들었네요 다시 봤습니다,10
14334926,아수라,미래에서 왔습니다. 최고에요,10
14334925,마녀,신선한액션신이 보기좋았고~ 반전도 있고... 잼있었어요. 한국영화가 이정도로 발전하다니 액션이 멋졌어요~,10
14334924,스카이스크래퍼,미국의 개인 영웅주의이다. 이야기가 좀 촌스럽지만 화면은 좋다.군린이 귀여워~~,8
14334923,아수라,장르가 다큐멘터리였네,10
14334922,아수라,어제 처음부터 또 봤어요. 10점,10
14334921,마녀,여자주인공의 한국판 액션 느와르 거기다  반전이라니,10
14334920,미친 줄리아,"여주가 미친건 맞는데,,, 매력이 없음",2
14334919,어벤져스: 인피니티 워,크으...일단 스파이디.. 너무ㅜㅜ 마지막 연기ㅜㅜ,10
14334918,호텔 아르테미스,킬링 타임용으로 괜찮았어요~,8
14334917,아수라,이거 실화였네~ 얜 언제 바위에서 뛰어내리냐???? ㅎㄷㄷ,10
14334916,LA 컨피덴셜,어떤 남자는 세상을 얻고 어떤 남자는 전직 OO와 애리조나로 떠나죠...,7
14334915,더 인베이젼,지금 보는 중인데 폰카메라로 찍은 듯한 구린 화질과 엄청난 잡음때문에 1990년 작품인가 했더니 2007년이라고...?,4
14334914,소나기,다들 그럴거면 자막을 보세요.,6
14334913,너의 췌장을 먹고 싶어,처음 여자주인공 연기를 보고 다소 오바스럽고 억지스럽다고 생각했었는데 영화를 다 보고 나서는 왜 그렇게 연기 했는지 이해가 된다,8
14334912,아수라,와 역시 전라도 대단하네요,10
14334911,아수라,"허구가 아니었네, 감독님이 조사를 많이 하시고 만드셨네~",10
14334910,마녀,영화는1점짜린데 여주말고 여주 친구가 너무예쁘고 귀엽길래 3점드립니다~ 아 그리고 연기도 여주친구가젤로잘함ㅋㅋ,3
14334909,아수라,평점 지우고 다시 씁니다. 전 개봉당시 현실같고 연기 실감난다고 10점 만점 줬는데  비교적 평가가 그렇게 좋진 않았었지요.그알 다큐보고 다시보세요. 실감날겁니다.,10
14334908,아수라,성지순례 왔습니다!!!,10
14334907,속닥속닥,대1ㅏㄱ....ㄷㄷ3,10
14334906,마녀,반전을거듭한스토리잼있었어요,10
14334905,아수라,배급사 븅딱들아 리얼 다큐로 내놓았으면 천만찍었을것을,10
14334903,속닥속닥,딱 수준이 급식충 년넘들이나 볼영화다 ㅋㅋ영화에서도 싹바가지없는년 나오네 요즘 재미OO없는영화들 왜캐평점이높냐,1
14334902,트루스 오어 데어,난 나쁘지 않게 봤는데? 은근히 재밌음 엔딩이 허무하긴 하지만,7
14334901,어벤져스: 인피니티 워,재밌는데 오번역때문에 빡쳐요,8
14334900,건축학개론,대학생활이 생각나는 영화 수지와 전람회가 생각나는 영화,7
14334899,변산,박정민 좋았는데 더 좋아짐,10
14334898,스틸 플라워,상장폐지ㅜㅜ너무슬프다,6
14334897,퍼니셔,각본과 연출이 잘 되였다면...,4
14334895,콰이어트 플레이스,아빠가 감독이였네  멋지네요,10
14334894,이별의 아침에 약속의 꽃을 장식하자,정말 감동적이였던 영화지금 이렇게 리뷰를 남길려고 글을 쓰기위해서 영화내용을 상기해보면 또다시 눈물이 흐르는 영화세계관 설명이 부족한 도입부와 역시나 설명이 생략된 중간부분 을 작화로 매꾸고 결말이 너무나 절정이여서 더욱 기억에 남는 영화.,10
14334892,인크레더블 2,아이가너무좋아하네요다음편개봉해두또보려가고싶은영화입니다!,9
14334891,아수라,다큐의 획을 긋는 영화 이게 리얼 다큐다.,10
14334890,어벤져스: 인피니티 워,정망 젬 나게봤다고 하네요~아직 어린데 자막두 다 읽고...,8
14334889,더 셀,몽환_기괴_범죄_예술,10
14334887,속닥속닥,리얼을 능가하는 영화가 있긴하구나...,1
14334885,인크레더블 2,울 아들 정말정말 제미 있었다구 하네요~다음 편 나오면 또 보고 싶다네요~~,10
14334884,남자와 여자,일본으로 꺼져라 카악퉤,1
14334883,마녀,진심 여운 개쩐다....,10
14334882,아수라,성지순례 왔습니다 이건 다 알고 만든 영화,10
14334881,인크레더블 2,내감정은 이제 동심과 멀어졌나보다...어벤져스가 더 나한테는 맞네...아 동심파괴라니...ㅜㅜ  1편볼때만해도 어렸었구나~~^^,6
14334880,속닥속닥,좀진짜고등학생쓰면안되요? 딱봐도20대중후반 틀딱들 고딩인척하는거 역겹네요,1
14334879,마녀,개꿀잼 빨랑 2나왔으면 좋겠다ㅠㅠㅠ,10
14334878,아수라,ㅎㄷㄷ영화가 아니고 다큐입니다.,10
14334877,리틀 포레스트,"일본판과 달리, 이건 그저 시골을 꾸며놓은 세트장같다. 묘미인 요리장면에서는 수확과정이 생략되어 자연속이라는 느낌이 없고, 메뉴도 메리트가 없다. 자아를 찾기엔 친구들과의 대화만 가득해 독백의 시간이 턱없이 부족. 끄고 일본판을 두번보는것이 낫다.",4
14334876,아수라,10점 만점에 10점 입니다.,10
14334875,인크레더블 2,"성차별에 관한 문제로 시끄러운 요즘, 우리가 한 번쯤 상대를 이해하기 위해 뭘 했는지 성찰하게 되는 영화.",10
14334873,마녀,미국처럼 힘만 쎈 히어로가 아니라 소림끼칠 정도로 머리까지 똑똑한 한국형 히어로라고 할까... 그리고 액션 정말 끝내줌... 정말 돈 아깝지 않았음... 이런 영화는 제 맛을 느끼려면 꼭 극장에서 봐야 함... 강추,10
14334872,아수라,최고의 다큐 ~ 현실은 상상이상,10
14334871,아수라,죠낸 잼나게 봤네요 ㅎㄷㄷ,10
14334870,아수라,역시 감독님은 뭘 알고계셨어,10
14334869,너의 췌장을 먹고 싶어,진부하긴 하지만 뭐어때? 마음을 움직였으면 된거지,9
14334868,탐정: 리턴즈,겁나 재밌음ㅋㅋㅋ아악 ㅋㅋㅋ내 배꼽,10
14334867,킬링 디어,몰입고최고네요 집중해서 잘본영화,10
14334865,아수라,과하지 않았다 상상의 나래는 더구나 아니었다,10
14334864,레터스 투 줄리엣,몇번을 보고 또 봐도 좋은 영화,10
14334863,인크레더블 2,재밌었다.몰입감도 있고 표현력도 잇었다. 근데 뭔가가 조금 아쉬운 느낌,9
14334862,독전,상하좌우 프레임이 딱 맞지 않은 건물 안에 들어선 느낌. 조진웅에게는 많은 의문과 김주혁에게는 확신이 갖게한 영화. 그래서 안타깝다.,6
14334860,18 : 우리들의 성장 느와르,리얼한 것 같으면서도 현실성이 없음일진 중에 현승이 같은 애는 실제 없음일진이나 양아치들이 우정을 위해자신을 희생한다? 말도 안 되는 소리실제는 가장 친한 친구라도 배신을 밥 먹듯이 함 한 번 양아치는 양아치일 뿐,2
